FINAL_HP,GAME,N_TURN,N_PLAY,PLAY,ENERGY,PLAYER_HP,PLAYER_BLOCK,MONSTER_HP,MONSTER_ATTACK,MONSTER_BLOCK,MONSTER_VULNERABLE,HAND_STRIKE,HAND_BASH,HAND_DEFEND
48,0,1,0,STRIKE,3,72,0,40,12,0,0,2,1
48,0,1,1,DEFEND,2,72,0,34,12,0,0,1,1
48,0,1,2,STRIKE,1,72,5,34,12,0,0,1,1
48,0,2,0,STRIKE,3,65,0,28,0,6,0,3,0
48,0,2,1,DEFEND,2,65,0,28,0,0,0,2,0
48,0,2,2,STRIKE,1,65,5,28,0,0,0,2,0
48,0,3,0,DEFEND,3,65,0,22,16,0,0,2,1
48,0,3,1,STRIKE,2,65,5,22,16,0,0,2,1
48,0,3,2,DEFEND,1,65,5,16,16,0,0,1,1
48,0,4,0,DEFEND,3,59,0,16,11,5,0,3,0
48,0,4,1,DEFEND,2,59,5,16,11,5,0,3,0
48,0,4,2,STRIKE,1,59,10,16,11,5,0,3,0
48,0,5,0,STRIKE,3,58,0,15,0,6,0,3,0
48,0,5,1,STRIKE,2,58,0,15,0,0,0,2,0
48,0,5,2,DEFEND,1,58,0,9,0,0,0,1,0
48,0,6,0,DEFEND,3,58,0,9,15,5,0,2,1
48,0,6,1,STRIKE,2,58,5,9,15,5,0,2,1
48,0,6,2,STRIKE,1,58,5,8,15,0,0,1,1
48,0,7,0,DEFEND,3,48,0,2,0,6,0,2,0
48,0,7,1,DEFEND,2,48,5,2,0,6,0,2,0
48,0,7,2,DEFEND,1,48,10,2,0,6,0,2,0
48,0,8,0,STRIKE,3,48,0,2,19,5,0,3,1
48,0,8,1,BASH,2,48,0,1,19,0,0,2,1
58,1,1,0,STRIKE,3,72,0,40,12,0,0,2,1
58,1,1,1,DEFEND,2,72,0,34,12,0,0,1,1
58,1,1,2,STRIKE,1,72,5,34,12,0,0,1,1
58,1,2,0,DEFEND,3,65,0,28,0,6,0,3,0
58,1,2,1,STRIKE,2,65,5,28,0,6,0,3,0
58,1,2,2,STRIKE,1,65,5,28,0,0,0,2,0
58,1,3,0,DEFEND,3,65,0,22,11,5,0,3,1
58,1,3,1,STRIKE,2,65,5,22,11,5,0,3,1
58,1,3,2,STRIKE,1,65,5,21,11,0,0,2,1
58,1,4,0,DEFEND,3,59,0,15,11,5,0,2,0
58,1,4,1,DEFEND,2,59,5,15,11,5,0,2,0
58,1,4,2,STRIKE,1,59,10,15,11,5,0,2,0
58,1,5,0,DEFEND,3,58,0,14,0,6,0,0,1
58,1,5,1,DEFEND,2,58,5,14,0,6,0,0,1
58,1,5,2,DEFEND,1,58,10,14,0,6,0,0,1
58,1,6,0,STRIKE,3,58,0,14,20,0,0,5,0
58,1,6,1,STRIKE,2,58,0,8,20,0,0,4,0
58,1,6,2,STRIKE,1,58,0,2,20,0,0,3,0
48,2,1,0,STRIKE,3,72,0,40,12,0,0,3,0
48,2,1,1,STRIKE,2,72,0,34,12,0,0,2,0
48,2,1,2,STRIKE,1,72,0,28,12,0,0,1,0
48,2,2,0,DEFEND,3,60,0,22,0,6,0,2,1
48,2,2,1,STRIKE,2,60,5,22,0,6,0,2,1
48,2,2,2,DEFEND,1,60,5,22,0,0,0,1,1
48,2,3,0,DEFEND,3,60,0,22,11,5,0,2,0
48,2,3,1,STRIKE,2,60,5,22,11,5,0,2,0
48,2,3,2,DEFEND,1,60,5,21,11,0,0,1,0
48,2,4,0,DEFEND,3,59,0,21,16,0,0,3,1
48,2,4,1,BASH,2,59,5,21,16,0,0,3,1
48,2,5,0,STRIKE,3,48,0,13,11,5,1,3,1
48,2,5,1,BASH,2,48,0,9,11,0,1,2,1
41,3,1,0,DEFEND,3,72,0,40,12,0,0,2,1
41,3,1,1,STRIKE,2,72,5,40,12,0,0,2,1
41,3,1,2,STRIKE,1,72,5,34,12,0,0,1,1
41,3,2,0,DEFEND,3,65,0,28,0,6,0,3,0
41,3,2,1,STRIKE,2,65,5,28,0,6,0,3,0
41,3,2,2,DEFEND,1,65,5,28,0,0,0,2,0
41,3,3,0,DEFEND,3,65,0,28,16,0,0,1,1
41,3,3,1,STRIKE,2,65,5,28,16,0,0,1,1
41,3,3,2,DEFEND,1,65,5,22,16,0,0,0,1
41,3,4,0,STRIKE,3,59,0,22,11,5,0,4,0
41,3,4,1,STRIKE,2,59,0,21,11,0,0,3,0
41,3,4,2,DEFEND,1,59,0,15,11,0,0,2,0
41,3,5,0,STRIKE,3,53,0,15,16,0,0,2,1
41,3,5,1,DEFEND,2,53,0,9,16,0,0,1,1
41,3,5,2,DEFEND,1,53,5,9,16,0,0,1,1
41,3,6,0,STRIKE,3,47,0,9,11,5,0,3,0
41,3,6,1,DEFEND,2,47,0,8,11,0,0,2,0
41,3,6,2,STRIKE,1,47,5,8,11,0,0,2,0
41,3,7,0,STRIKE,3,41,0,2,11,5,0,3,1
41,3,7,1,STRIKE,2,41,0,1,11,0,0,2,1
39,4,1,0,DEFEND,3,72,0,40,12,0,0,2,1
39,4,1,1,STRIKE,2,72,5,40,12,0,0,2,1
39,4,1,2,DEFEND,1,72,5,34,12,0,0,1,1
39,4,2,0,STRIKE,3,70,0,34,0,6,0,3,0
39,4,2,1,DEFEND,2,70,0,34,0,0,0,2,0
39,4,2,2,STRIKE,1,70,5,34,0,0,0,2,0
39,4,3,0,STRIKE,3,70,0,28,11,5,0,4,1
39,4,3,1,STRIKE,2,70,0,27,11,0,0,3,1
39,4,3,2,STRIKE,1,70,0,21,11,0,0,2,1
39,4,4,0,DEFEND,3,59,0,15,0,6,0,1,0
39,4,4,1,DEFEND,2,59,5,15,0,6,0,1,0
39,4,4,2,DEFEND,1,59,10,15,0,6,0,1,0
39,4,5,0,STRIKE,3,59,0,15,20,0,0,1,1
39,4,5,1,DEFEND,2,59,0,9,20,0,0,0,1
39,4,5,2,DEFEND,1,59,5,9,20,0,0,0,1
39,4,6,0,STRIKE,3,49,0,9,15,5,0,4,0
39,4,6,1,STRIKE,2,49,0,8,15,0,0,3,0
39,4,6,2,DEFEND,1,49,0,2,15,0,0,2,0
39,4,7,0,STRIKE,3,39,0,2,15,5,0,3,1
39,4,7,1,DEFEND,2,39,0,1,15,0,0,2,1
39,4,7,2,STRIKE,1,39,5,1,15,0,0,2,1
54,5,1,0,STRIKE,3,72,0,40,12,0,0,3,1
54,5,1,1,STRIKE,2,72,0,34,12,0,0,2,1
54,5,1,2,STRIKE,1,72,0,28,12,0,0,1,1
54,5,2,0,STRIKE,3,60,0,22,0,6,0,2,0
54,5,2,1,STRIKE,2,60,0,22,0,0,0,1,0
54,5,2,2,DEFEND,1,60,0,16,0,0,0,0,0
54,5,3,0,DEFEND,3,60,0,16,16,0,0,1,0
54,5,3,1,STRIKE,2,60,5,16,16,0,0,1,0
54,5,3,2,DEFEND,1,60,5,10,16,0,0,0,0
54,5,4,0,STRIKE,3,54,0,10,0,6,0,4,1
54,5,4,1,STRIKE,2,54,0,10,0,0,0,3,1
54,5,4,2,STRIKE,1,54,0,4,0,0,0,2,1
48,6,1,0,STRIKE,3,72,0,40,12,0,0,3,0
48,6,1,1,STRIKE,2,72,0,34,12,0,0,2,0
48,6,1,2,STRIKE,1,72,0,28,12,0,0,1,0
48,6,2,0,BASH,3,60,0,22,0,6,0,2,1
48,6,2,1,DEFEND,1,60,0,20,0,0,2,2,0
48,6,3,0,DEFEND,3,60,0,20,16,0,1,2,0
48,6,3,1,DEFEND,2,60,5,20,16,0,1,2,0
48,6,3,2,STRIKE,1,60,10,20,16,0,1,2,0
48,6,4,0,DEFEND,3,54,0,11,11,5,0,3,1
48,6,4,1,STRIKE,2,54,5,11,11,5,0,3,1
48,6,4,2,STRIKE,1,54,5,10,11,0,0,2,1
48,6,5,0,STRIKE,3,48,0,4,0,6,0,3,0
48,6,5,1,STRIKE,2,48,0,4,0,0,0,2,0
57,7,1,0,DEFEND,3,72,0,40,12,0,0,2,0
57,7,1,1,STRIKE,2,72,5,40,12,0,0,2,0
57,7,1,2,STRIKE,1,72,5,34,12,0,0,1,0
57,7,2,0,STRIKE,3,65,0,28,7,5,0,3,1
57,7,2,1,DEFEND,2,65,0,27,7,0,0,2,1
57,7,2,2,STRIKE,1,65,5,27,7,0,0,2,1
57,7,3,0,DEFEND,3,63,0,21,7,5,0,3,1
57,7,3,1,STRIKE,2,63,5,21,7,5,0,3,1
57,7,3,2,STRIKE,1,63,5,20,7,0,0,2,1
57,7,4,0,STRIKE,3,61,0,14,12,0,0,2,0
57,7,4,1,DEFEND,2,61,0,8,12,0,0,1,0
57,7,4,2,DEFEND,1,61,5,8,12,0,0,1,0
57,7,5,0,STRIKE,3,59,0,8,7,5,0,4,0
57,7,5,1,STRIKE,2,59,0,7,7,0,0,3,0
57,7,5,2,DEFEND,1,59,0,1,7,0,0,2,0
57,7,6,0,DEFEND,3,57,0,1,0,6,0,1,1
57,7,6,1,BASH,2,57,5,1,0,6,0,1,1
57,8,1,0,BASH,3,72,0,40,12,0,0,2,1
57,8,1,1,DEFEND,1,72,0,32,12,0,2,2,0
57,8,2,0,DEFEND,3,65,0,32,7,5,1,3,0
57,8,2,1,STRIKE,2,65,5,32,7,5,1,3,0
57,8,2,2,STRIKE,1,65,5,28,7,0,1,2,0
57,8,3,0,BASH,3,63,0,19,0,6,0,2,1
57,8,3,1,DEFEND,1,63,0,17,0,0,2,2,0
57,8,4,0,STRIKE,3,63,0,17,11,5,1,3,0
57,8,4,1,DEFEND,2,63,0,13,11,0,1,2,0
57,8,4,2,STRIKE,1,63,5,13,11,0,1,2,0
57,8,5,0,STRIKE,3,57,0,4,16,0,0,3,0
45,9,1,0,DEFEND,3,72,0,40,12,0,0,3,0
45,9,1,1,DEFEND,2,72,5,40,12,0,0,3,0
45,9,1,2,STRIKE,1,72,10,40,12,0,0,3,0
45,9,2,0,DEFEND,3,70,0,34,0,6,0,2,1
45,9,2,1,DEFEND,2,70,5,34,0,6,0,2,1
45,9,2,2,STRIKE,1,70,10,34,0,6,0,2,1
45,9,3,0,STRIKE,3,70,0,34,11,5,0,3,0
45,9,3,1,DEFEND,2,70,0,33,11,0,0,2,0
45,9,3,2,STRIKE,1,70,5,33,11,0,0,2,0
45,9,4,0,BASH,3,64,0,27,0,6,0,2,1
45,9,4,1,STRIKE,1,64,0,25,0,0,2,2,0
45,9,5,0,STRIKE,3,64,0,16,15,5,1,3,0
45,9,5,1,DEFEND,2,64,0,12,15,0,1,2,0
45,9,5,2,DEFEND,1,64,5,12,15,0,1,2,0
45,9,6,0,DEFEND,3,59,0,12,0,6,0,2,1
45,9,6,1,BASH,2,59,5,12,0,6,0,2,1
45,9,7,0,BASH,3,59,0,10,19,5,1,1,1
45,9,7,1,DEFEND,1,59,0,3,19,0,3,1,0
45,9,8,0,STRIKE,3,45,0,3,0,6,2,4,0
59,10,1,0,STRIKE,3,72,0,40,12,0,0,3,0
59,10,1,1,DEFEND,2,72,0,34,12,0,0,2,0
59,10,1,2,STRIKE,1,72,5,34,12,0,0,2,0
59,10,2,0,BASH,3,65,0,28,0,6,0,2,1
59,10,2,1,STRIKE,1,65,0,26,0,0,2,2,0
59,10,3,0,STRIKE,3,65,0,17,11,5,1,3,1
59,10,3,1,DEFEND,2,65,0,13,11,0,1,2,1
59,10,3,2,STRIKE,1,65,5,13,11,0,1,2,1
59,10,4,0,DEFEND,3,59,0,4,16,0,0,2,0
59,10,4,1,STRIKE,2,59,5,4,16,0,0,2,0
53,11,1,0,DEFEND,3,72,0,40,12,0,0,4,0
53,11,1,1,STRIKE,2,72,5,40,12,0,0,4,0
53,11,1,2,STRIKE,1,72,5,34,12,0,0,3,0
53,11,2,0,DEFEND,3,65,0,28,0,6,0,1,1
53,11,2,1,DEFEND,2,65,5,28,0,6,0,1,1
53,11,2,2,STRIKE,1,65,10,28,0,6,0,1,1
53,11,3,0,DEFEND,3,65,0,28,11,5,0,2,0
53,11,3,1,STRIKE,2,65,5,28,11,5,0,2,0
53,11,3,2,STRIKE,1,65,5,27,11,0,0,1,0
53,11,4,0,DEFEND,3,59,0,21,11,5,0,3,1
